Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Resting_1,Resting_2,Activated_1,Activated_2,24h_Mock,24h_Pos,24h_Neg,48h_Mock,48h_Pos,48h_Neg
Q9H6H4,REEP4,Receptor expression-enhancing protein 4 ,Homo sapiens ,High,0,3.63495060471544,3,139.7,121.3,384.5,395.6,464.3,559.1,568.3,568.9,589.7,523.3
Q00765,REEP5,Receptor expression-enhancing protein 5 ,Homo sapiens ,High,0,4.3530849124686,6,2764,1968.3,2604,1860.9,2396.4,2266.7,2150.8,1731.2,2225.3,2579.2
Q96HR9,REEP6,Receptor expression-enhancing protein 6 ,Homo sapiens ,Medium,0,2.82007003431233,1,65.6,53.9,64.8,74.1,51.2,73.8,60.7,61.4,82,73.3
Q04864,REL,Proto-oncogene c-Rel ,Homo sapiens ,High,0,4.39467752527162,18,763,598.6,3626.8,3462.5,2967.5,3015.9,3258.8,1909.7,2557.7,2652.4
Q04206,RELA,Transcription factor p65 ,Homo sapiens ,High,0,3.96863702571286,14,1567.8,1729.7,839,805.5,787.6,697.7,731.5,753.3,712.9,678.3
Q01201,RELB,Transcription factor RelB ,Homo sapiens ,High,0,4.08410419534415,14,584.5,583.1,1085,1092.3,1565.9,908.3,1412.2,1847.3,1225.5,1832.7
Q969Z4,RELT,Tumor necrosis factor receptor superfamily member 19L ,Homo sapiens ,High,0,2.24079877111733,1,13.6,6.8,20.3,21.7,21.6,21.5,15.8,20.3,17,15.5
P51606,RENBP,N-acylglucosamine 2-epimerase ,Homo sapiens ,High,0,3.79767601493494,7,687.5,733.3,574.4,537.6,637,582.4,695.5,708.8,579.4,540
Q9BWE0,REPIN1,Replication initiator 1 ,Homo sapiens ,High,0,2.26434550705009,1,17,28.6,15.3,14.3,20.9,18.1,15.2,18.4,19,17
Q96D71,REPS1,RalBP1-associated Eps domain-containing protein 1 ,Homo sapiens ,High,0,4.48095646266122,24,3757.1,3589.3,2624,2483,2731.1,2604.2,3096.8,3163.6,3072.9,3144.1
O15258,RER1,Protein RER1 ,Homo sapiens ,High,0,4.281587818687,5,1383,1339.5,2026.1,1826.1,1939.8,2355,2041.7,1799.5,2234.9,2178.8
Q9P2R6,RERE,Arginine-glutamic acid dipeptide repeats protein ,Homo sapiens ,High,0,3.88578512878347,9,891.2,851.5,732,739.2,763.6,794.7,704.5,754.3,760.5,696
Q13127,REST,RE1-silencing transcription factor ,Homo sapiens ,High,0,4.33481752145004,17,1895.6,2289.7,1789.1,2063,1871.5,2328.4,1978.6,2900,2528.3,1973.9
Q6NUM9,RETSAT,"All-trans-retinol 13,14-reductase ",Homo sapiens ,High,0,4.23696781572362,12,820.8,758.5,1531.7,1545.7,1909.5,2626.6,1871.5,1857.1,2436.6,1899.1
O60673,REV3L,DNA polymerase zeta catalytic subunit ,Homo sapiens ,High,0,3.45874357742005,4,207.4,900.1,153.2,308.8,124,244.2,155.6,415.8,248.7,117.9
Q8N1G1,REXO1,RNA exonuclease 1 homolog ,Homo sapiens ,High,0,3.97227228290367,15,776.1,732.2,1108.6,1145.6,1154.8,935.1,985.3,963.4,629.4,951
Q9Y3B8,REXO2,"Oligoribonuclease, mitochondrial ",Homo sapiens ,High,0,4.22512828798209,12,1579.2,1354.8,1544.6,1446.8,1765.4,1456.4,1665.1,1854.8,1924.6,2201.3
Q9GZR2,REXO4,RNA exonuclease 4 ,Homo sapiens ,High,0,4.45319139740488,20,1356.8,1257.9,3322.5,3292.2,3072.8,3831.5,3343.8,2901.6,2953.8,3058.8
P35251,RFC1,Replication factor C subunit 1 ,Homo sapiens ,High,0,4.93035599012957,50,5529.4,5343.7,8479.5,8620.6,8913.4,9665,9138.7,9437.3,10606.4,9449.6
P35250,RFC2,Replication factor C subunit 2 ,Homo sapiens ,High,0,4.64340924486638,20,2106.5,1862.7,4873.3,4619.4,5020.9,4795.3,5377.4,5344.7,4935,5060.4
P40938,RFC3,Replication factor C subunit 3 ,Homo sapiens ,High,0,4.42374707183467,19,1332.6,1089.7,3092.8,2829.9,3268.9,2910.9,3318.8,3077.2,2660,2949.8
P35249,RFC4,Replication factor C subunit 4 ,Homo sapiens ,High,0,4.60331437483803,22,1655.3,1578.5,4654,4850.9,4751.4,4883.3,4277.5,4579.1,4340.3,4545.4
P40937,RFC5,Replication factor C subunit 5 ,Homo sapiens ,High,0,4.62066792215823,17,2017.7,1895.2,4598.2,4171.5,4750.3,4539.4,5077.8,4858.7,4946.2,4896.1
Q8WZ73,RFFL,E3 ubiquitin-protein ligase rififylin ,Homo sapiens ,High,0,2.8329557506046,1,153.2,134.5,56.3,55.1,47.3,45,37.6,46.8,51.4,53.5
Q969G6,RFK,Riboflavin kinase ,Homo sapiens ,High,0,3.32557723194042,5,170.5,145.3,226.6,214.5,281.7,223.1,198.3,269.9,162.2,224.2
Q96AA3,RFT1,Protein RFT1 homolog ,Homo sapiens ,High,0,3.86968338579823,7,512.4,518.7,766.3,739.5,739.7,924.1,814.2,758.2,863.8,770.8
Q14699,RFTN1,Raftlin ,Homo sapiens ,High,0,4.30011484224232,22,1463.7,1269.8,1616,1627.1,1989.7,2376.7,2176.4,2074.1,2638,2726.4
Q8NHY2,RFWD2,E3 ubiquitin-protein ligase RFWD2 ,Homo sapiens ,High,0,3.66710724768081,14,226.4,186.5,504.2,467,488.9,580.1,550.9,505.8,614.9,521.6
Q6PCD5,RFWD3,E3 ubiquitin-protein ligase RFWD3 ,Homo sapiens ,High,0,3.85850110511576,10,481.4,483.9,927.1,992.8,834.5,702.1,674.9,785.1,681.3,656.3
P22670,RFX1,MHC class II regulatory factor RFX1 ,Homo sapiens ,High,0,4.02587908329337,11,1402.3,1397.8,1074.7,1056.1,1007.5,985.9,1066.9,957.5,770.2,895.1
P48378,RFX2,DNA-binding protein RFX2 ,Homo sapiens ,High,0,3.16926286408645,1,130.2,123.3,140.4,124.4,154.8,187.2,118.8,112.5,189.5,195.5
P48380,RFX3,Transcription factor RFX3 ,Homo sapiens ,High,0,3.50670792635012,4,255,238.5,248.3,263.5,276.7,338.5,347.9,349.5,541.3,352.3
P48382,RFX5,DNA-binding protein RFX5 ,Homo sapiens ,High,0,3.98646269321024,16,1402.2,1542.7,844.2,861.8,739.2,855.2,784.7,896.5,964.8,801.8
Q2KHR2,RFX7,DNA-binding protein RFX7 ,Homo sapiens ,High,0,3.96252559673599,17,649.4,618.8,927.6,888.1,1040.7,977.2,917.9,888.1,1212.5,1053
O14593,RFXANK,DNA-binding protein RFXANK ,Homo sapiens ,High,0,3.15860369981148,5,149.8,178.8,146.1,177.8,145.9,138.3,111.9,112.1,139.3,140.8
O00287,RFXAP,Regulatory factor X-associated protein ,Homo sapiens ,High,0,3.70675191022817,5,459.1,424.9,438.1,444.9,464.1,484.3,569.1,615.4,661.2,529.3
Q9H4X1,RGCC,Regulator of cell cycle RGCC ,Homo sapiens ,High,0,3.61967756466764,5,370.3,336.4,471.9,438.4,469,401.7,556.8,493.6,265,362.5
O15211,RGL2,Ral guanine nucleotide dissociation stimulator-like 2 ,Homo sapiens ,High,0,2.70867579272654,1,108.1,110.5,47.5,50.8,34.7,29.5,37.1,28.5,34.3,30.3
Q92546,RGP1,RAB6A-GEF complex partner protein 2 ,Homo sapiens ,High,0,3.39539629400012,5,283.5,283.7,245.2,236.4,237,219.7,228.7,223.1,240.1,288
P0DJD0,RGPD1,RANBP2-like and GRIP domain-containing protein 1 ,Homo sapiens ,High,0,3.02255208418501,3,108.6,119.9,110.4,103.2,89.1,144.2,84,94.4,117.1,82.4
O14715,RGPD8,RANBP2-like and GRIP domain-containing protein 8 ,Homo sapiens ,High,0,4.30182402824744,1,726.5,638.1,2701.9,2839,2245.4,2975,2225.6,1987.3,2041.8,1656
O43665,RGS10,Regulator of G-protein signaling 10 ,Homo sapiens ,High,0,4.52741205464883,11,6203.8,5858.7,3270.5,3117.8,3187.6,2249.9,2766,2710.8,2138.2,2179.8
O43665-3,RGS10,Isoform 3 of Regulator of G-protein signaling 10 ,Homo sapiens ,Medium,0,3.74170298395774,3,919.1,1166.7,458.1,557.1,509.5,411.6,380.8,443.8,344.4,325.9
O43566,RGS14,Regulator of G-protein signaling 14 ,Homo sapiens ,High,0,4.04263456932425,13,1969.4,1970,973.8,922.5,948.8,707.9,880.2,958,739.5,961.4
H0Y8W3,RGS14,Regulator of G-protein-signaling 14 (Fragment) ,Homo sapiens ,High,0,3.26150077319828,3,248.8,253.9,155,138.9,161.9,146.1,209.8,201.4,127.4,182.8
P49795,RGS19,Regulator of G-protein signaling 19 ,Homo sapiens ,High,0,3.6545904169516,4,926,937.3,394.9,405.7,335,265.4,304.1,381.9,258.4,305.6
P49796,RGS3,Regulator of G-protein signaling 3 ,Homo sapiens ,High,0,4.22119768871601,21,893,792.7,1153.6,1097.4,2190.6,1764.2,1912.1,2353.7,2283.9,2200.5
Q8TEB9,RHBDD1,Rhomboid-related protein 4 ,Homo sapiens ,High,0,2.84849701809037,3,111.1,107.3,73.6,86.7,56.2,70.1,41.9,40.1,78,40.5
Q6NTF9,RHBDD2,Rhomboid domain-containing protein 2 ,Homo sapiens ,High,0,3.43759203225396,2,281,305.7,246.3,268.6,249.7,344.6,240.5,304.2,251.1,247.3
Q6PJF5,RHBDF2,Inactive rhomboid protein 2 ,Homo sapiens ,High,0,3.4913897119293,2,247.9,254.4,241.9,256.8,337.9,337.1,341.9,379,312.2,391.1
Q15382,RHEB,GTP-binding protein Rheb ,Homo sapiens ,High,0,4.2043425015623,9,1097,1008.1,1836.3,1735.2,1851.6,1449.8,1840.8,1822,1539.2,1828.2
P61586,RHOA,Transforming protein RhoA ,Homo sapiens ,High,0,4.58578210129424,5,6317.4,6343.6,3469.1,3453.4,3273.3,2916.9,3234.3,3139.9,3093,3287.6
P62745,RHOB,Rho-related GTP-binding protein RhoB ,Homo sapiens ,High,0,2.80160948802732,2,37.9,30.7,87.3,81.5,78.6,84.8,65.8,40.7,53.9,72.1
P08134,RHOC,Rho-related GTP-binding protein RhoC ,Homo sapiens ,High,0,3.25854150711846,1,131.5,106.2,93.4,92.1,165.3,148.6,152.5,181.1,373.5,369.4
Q9HBH0,RHOF,Rho-related GTP-binding protein RhoF ,Homo sapiens ,High,0,4.17554370297566,8,2190.3,2213.2,1606.9,1653.6,1453.6,1177.7,1376,1302.4,809.1,1198.3
P84095,RHOG,Rho-related GTP-binding protein RhoG ,Homo sapiens ,High,0,4.27591687094413,10,2885.3,2757.4,1923.6,1904.4,1811.1,1555,1729.9,1571.2,1238.3,1500.1
Q15669,RHOH,Rho-related GTP-binding protein RhoH ,Homo sapiens ,High,0,3.82181474437764,5,1135.5,1195.1,602.9,590.7,531.1,520,606.8,498.2,479.5,474.8
Q8IXI2,RHOT1,Mitochondrial Rho GTPase 1 ,Homo sapiens ,High,0,4.18580837253439,16,1825,1955,1417.1,1538.5,1302.4,1667.9,1403.2,1398.1,1489.1,1343.1
Q8IXI1,RHOT2,Mitochondrial Rho GTPase 2 ,Homo sapiens ,High,0,4.30853880330352,17,1443.2,1481.3,2226.3,2257.4,2150.7,2581.2,1991.8,1954.2,2274,1988.7
Q8IUC4,RHPN2,Rhophilin-2 ,Homo sapiens ,High,0,2.98059415577622,3,70.1,52.9,130.1,87.9,114,116.6,93.1,117.9,71.4,102.3
Q4ADV7,RIC1,RAB6A-GEF complex partner protein 1 ,Homo sapiens ,High,0,3.11776829492637,4,125.3,128.5,121.7,139.8,126,133.7,117.7,151.2,140.1,127.5
Q9NPQ8,RIC8A,Synembryn-A ,Homo sapiens ,High,0,4.50081944354142,17,3074.1,3170.3,3106.5,3033.7,3302.9,2820.1,3395.2,3502,3156.1,3121.6
Q9NVN3,RIC8B,Synembryn-B ,Homo sapiens ,High,0,3.22463663868144,4,119.4,119.9,179.7,180.3,202.7,169.2,173.7,195.4,157.8,179.3
Q6R327,RICTOR,Rapamycin-insensitive companion of mTOR ,Homo sapiens ,High,0,4.44280105946367,28,3526.3,3655.1,2562.4,2536.9,2517.6,2432.5,2642.2,2470.5,2603.2,2773.8
Q5UIP0,RIF1,Telomere-associated protein RIF1 ,Homo sapiens ,High,0,5.08505034730855,94,3856.3,3310.8,13158.7,12924.7,13602.4,18755,14652.3,12559.9,14856.9,13955.7
Q5EBL4,RILPL1,RILP-like protein 1 ,Homo sapiens ,High,0,3.63484993843111,6,346.5,329.5,400.5,369.2,348.6,337,509.7,529.2,654.4,489.1
Q969X0,RILPL2,RILP-like protein 2 ,Homo sapiens ,High,0,3.65287459774948,5,175.6,156,593.7,548.9,606.1,411.6,578.6,642.5,330,453.5
O15034,RIMBP2,RIMS-binding protein 2 ,Homo sapiens ,High,0,3.27339485399714,1,115.5,128.7,183.4,201.5,134.8,154,242.7,191.5,305.9,218.7
Q8TB24,RIN3,Ras and Rab interactor 3 ,Homo sapiens ,High,0,4.25181579476842,15,4501.1,4886.6,1152.1,1208.1,993.2,923.4,1127.4,1046.3,1051.2,967.9
Q06587,RING1,E3 ubiquitin-protein ligase RING1 ,Homo sapiens ,High,0,3.8231872130704,8,751.1,658.9,781.6,716.6,756.5,652.8,637.6,526,499.9,674.6
Q6ZS11,RINL,Ras and Rab interactor-like protein ,Homo sapiens ,High,0,3.78498796056495,11,395.2,344.7,638.4,651.5,712.5,568.3,669.7,653.3,709,752.6
Q6NUQ1,RINT1,RAD50-interacting protein 1 ,Homo sapiens ,High,0,4.38136420940119,16,1959.2,1814,2640.4,2467.3,2536.1,2434.4,2731.2,2561.8,2306,2613.4
Q9BRS2,RIOK1,Serine/threonine-protein kinase RIO1 ,Homo sapiens ,High,0,4.4372573427689,22,1234.6,984.9,3871.4,3629.4,3697.6,2802.9,3486.2,3052.1,1960.2,2649.6
Q9BVS4,RIOK2,Serine/threonine-protein kinase RIO2 ,Homo sapiens ,High,0,4.35498766745433,20,933.3,686.2,3097.9,2970.5,2842.7,2187.5,2950.5,2904.4,1679.7,2393.1
O14730,RIOK3,Serine/threonine-protein kinase RIO3 ,Homo sapiens ,High,0,4.20924684875337,12,802.3,709.7,1717.5,1623.6,1826.5,1505.8,2077.9,2119,1545.4,2262.3
Q13546,RIPK1,Receptor-interacting serine/threonine-protein kinase 1 ,Homo sapiens ,High,0,4.54763073689772,19,4847.3,5142.6,2862.3,2931.6,3148.5,2738.1,3319,3562.6,3292.4,3443.9
O43353,RIPK2,Receptor-interacting serine/threonine-protein kinase 2 ,Homo sapiens ,High,0,3.55863658205629,7,523.6,468.5,486.8,467.1,294.1,277.5,325.7,195.4,308.6,272.1
Q9Y572,RIPK3,Receptor-interacting serine/threonine-protein kinase 3 ,Homo sapiens ,High,0,3.71187468702236,9,613.6,581.6,378.7,376.4,463.8,475.8,462.3,531.1,714.1,553.4
Q92963,RIT1,GTP-binding protein Rit1 ,Homo sapiens ,High,0,2.90681971546655,2,129.8,115.7,73.5,73,67.3,60.1,79.5,69.2,49.2,89.6
Q96K30,RITA1,RBPJ-interacting and tubulin-associated protein 1 ,Homo sapiens ,Medium,0,2.42716140292597,1,31.2,32.8,30.2,29.9,32.2,11.6,26.1,35,18,20.4
Q13129,RLF,Zinc finger protein Rlf ,Homo sapiens ,High,0,4.21033992629715,28,890.6,713.3,1490.3,1357.8,1749,2106.1,2092.2,1738.3,1894.3,2198.9
Q9NVW2,RLIM,E3 ubiquitin-protein ligase RLIM ,Homo sapiens ,High,0,3.396042344811,5,233.1,199.8,268.2,264.8,268.5,252.8,267,275.2,225.5,234.2
Q96DB5,RMDN1,Regulator of microtubule dynamics protein 1 ,Homo sapiens ,High,0,4.21784176070699,13,1134.8,1148,1348,1408.8,1388,2022.5,1723.6,1808.1,2600.3,1931.5
Q96LZ7,RMDN2,Regulator of microtubule dynamics protein 2 ,Homo sapiens ,High,0,3.73762989863851,6,509.6,548.8,563.7,577.6,473.5,624.5,551.4,466.8,667.9,481.7
Q96TC7,RMDN3,Regulator of microtubule dynamics protein 3 ,Homo sapiens ,High,0,4.32777565709405,16,1318.7,1225.7,2670.7,2557.3,2017.1,2533.7,2413.7,1972.5,2441.3,2119.7
Q9H9A7,RMI1,RecQ-mediated genome instability protein 1 ,Homo sapiens ,High,0,4.03908480309995,12,421.6,373.6,1033.1,1008.1,1233.3,1390.7,1264.1,1308.2,1574,1335
Q96E14,RMI2,RecQ-mediated genome instability protein 2 ,Homo sapiens ,High,0,3.38946732705537,3,144.6,143.3,199.4,169.5,223.2,248.2,347.8,356.6,311.8,307.3
Q9NWS8,RMND1,Required for meiotic nuclear division protein 1 homolog ,Homo sapiens ,High,0,4.1986735788368,11,1178.8,1090.5,1404.9,1334.1,1383.3,1739.9,1802.3,1818.4,2210.2,1838.2
Q9H871,RMND5A,Protein RMD5 homolog A ,Homo sapiens ,High,0,3.95181333030285,11,658.1,628.1,928.3,933.5,998.4,927.5,973.4,1012.5,871.7,1018.3
Q96G75,RMND5B,Protein RMD5 homolog B ,Homo sapiens ,Medium,0,2.93686545897562,1,56.2,61.1,105.4,97.2,111.2,86,85.6,79.7,100.4,81.9
O60930,RNASEH1,Ribonuclease H1 ,Homo sapiens ,High,0,3.45281340867785,4,189.5,178.6,307.8,339.6,408.8,393.9,275.7,289.8,242.1,210.9
O75792,RNASEH2A,Ribonuclease H2 subunit A ,Homo sapiens ,High,0,4.17629098858309,15,1632.4,1374,1724.7,1550.1,1547.9,1224.8,1462.1,1486.1,1344.3,1660.5
Q5TBB1,RNASEH2B,Ribonuclease H2 subunit B ,Homo sapiens ,High,0,4.27387361679837,12,2048.3,1807.6,1939,1889.2,1923.4,1581.4,1933.6,1863.6,1656.3,2145.3
Q8TDP1,RNASEH2C,Ribonuclease H2 subunit C ,Homo sapiens ,High,0,3.75063180026012,6,660.6,599.9,568.1,574.5,544.8,493,588.5,564.6,504,533.6
Q05823,RNASEL,2-5A-dependent ribonuclease ,Homo sapiens ,High,0,4.15893514182992,14,2029,2162.5,1075.3,1032.6,1143.4,1189.2,1388.1,1406.2,1559.6,1433.1
O00584,RNASET2,Ribonuclease T2 ,Homo sapiens ,High,0,4.08282484983849,9,2816.8,2511.1,739.8,809.6,704.4,732.6,828.1,821.2,1020.7,1116.8
Q8N5U6,RNF10,RING finger protein 10 ,Homo sapiens ,High,0,4.01727964803927,13,551.9,382.7,1320.3,1166.4,1266.8,817.4,1332.4,1398.1,757.4,1412.5
Q6ZNA4,RNF111,E3 ubiquitin-protein ligase Arkadia ,Homo sapiens ,High,0,3.26698388476604,3,83.3,67.3,167.7,200.8,206.2,222.8,192.5,248.8,256.7,203.1
Q9ULX5,RNF112,RING finger protein 112 ,Homo sapiens ,Medium,0,3.45017209892437,1,612.4,627.7,226.1,193.1,152.5,160.6,206.1,168.5,260.2,212.3
O15541,RNF113A,RING finger protein 113A ,Homo sapiens ,High,0,3.76311339053361,9,756.1,765.7,580.2,511.2,654.6,456.1,569.5,516.8,437.2,548.4
Q9Y508,RNF114,E3 ubiquitin-protein ligase RNF114 ,Homo sapiens ,High,0,4.29571220703862,13,2000.5,1914.4,1869.3,1831.1,2196.8,1816.9,2063.2,2038.8,1748.3,2277.3
Q9Y4L5,RNF115,E3 ubiquitin-protein ligase RNF115 ,Homo sapiens ,High,0,2.12839926871781,1,5.1,10.7,13.6,12.6,18.1,18,18.2,15.1,11,12
Q9H920,RNF121,RING finger protein 121 ,Homo sapiens ,High,0,3.26876512744786,2,156.6,140.4,202,196.2,191.3,227,147,178.6,183.4,234.3
Q5XPI4,RNF123,E3 ubiquitin-protein ligase RNF123 ,Homo sapiens ,High,0,3.78700681437986,7,826.5,855.9,484.9,785.1,583.8,496.3,534.8,541.1,496.1,519.1
Q9BV68,RNF126,E3 ubiquitin-protein ligase RNF126 ,Homo sapiens ,High,0,3.24298841219479,3,146.1,149.6,167,173.6,183.7,158.1,219.4,226.1,177.8,148.4
O43567,RNF13,E3 ubiquitin-protein ligase RNF13 ,Homo sapiens ,High,0,3.85126446549969,7,543.6,510.9,734.8,692.6,718.1,829.9,774,764.6,813.2,718.4
Q8WVD3,RNF138,E3 ubiquitin-protein ligase RNF138 ,Homo sapiens ,High,0,3.53193851498475,6,239.6,270,410.9,432.8,500,371.5,325.9,310.7,260.6,281.6
Q8WU17,RNF139,E3 ubiquitin-protein ligase RNF139 ,Homo sapiens ,Medium,0,2.98326535256654,1,56.2,59,79.8,84.8,79.9,124.8,111.6,122.9,136.6,106.6
Q9UBS8,RNF14,E3 ubiquitin-protein ligase RNF14 ,Homo sapiens ,High,0,3.91370261638191,9,917.6,820.2,801.6,753.2,809.4,660.9,968,872.4,783.8,810.8
Q8WVD5,RNF141,RING finger protein 141 ,Homo sapiens ,High,0,2.88332067838297,1,42.4,40.8,71.9,74.9,75.5,81.1,103.8,93.2,92.7,88.1
Q9NTX7,RNF146,E3 ubiquitin-protein ligase RNF146 ,Homo sapiens ,High,0,2.75762374590839,2,91.3,86.1,43.2,48.1,46.1,48,47,53.6,59.2,49.7
Q8NC42,RNF149,E3 ubiquitin-protein ligase RNF149 ,Homo sapiens ,High,0,3.68927333255958,6,379.1,411.2,407,484.9,542.8,569.9,493.6,572.2,554.6,474.3
Q9H6Y7,RNF167,E3 ubiquitin-protein ligase RNF167 ,Homo sapiens ,High,0,3.76651694632612,6,326.7,300.6,545,540.5,600.3,784.5,666.5,661.9,767.9,647.5
Q8IYW5,RNF168,E3 ubiquitin-protein ligase RNF168 ,Homo sapiens ,High,0,3.80269848666008,8,615.1,621.2,818.1,856.7,681.1,630.1,436.4,492.6,624.6,573
Q8NCN4,RNF169,E3 ubiquitin-protein ligase RNF169 ,Homo sapiens ,High,0,4.14206706743568,17,1349.9,1421.8,1883,1731,1720.7,958.7,1265.3,1347,679.3,1513
Q96K19,RNF170,E3 ubiquitin-protein ligase RNF170 ,Homo sapiens ,High,0,3.06837141803264,4,83.3,94.8,105.1,100.2,98.9,129,146.6,120.6,177.9,114.1
Q9P0P0,RNF181,E3 ubiquitin-protein ligase RNF181 ,Homo sapiens ,High,0,4.00952737928542,7,572.6,455.9,1199.2,1048.4,1238.6,1112.5,1262.8,1232.9,1095.1,1003.8
Q96GF1,RNF185,E3 ubiquitin-protein ligase RNF185 ,Homo sapiens ,Medium,0,3.27249140068857,2,180.9,172.9,188,153.2,188.2,206.8,210.5,190,184.2,198.1
Q5TA31,RNF187,E3 ubiquitin-protein ligase RNF187 ,Homo sapiens ,High,0,3.6866898825556,5,219.9,202.1,547.4,495.3,596.1,516,655.9,639.3,470.9,517.7
Q9NV58,RNF19A,E3 ubiquitin-protein ligase RNF19A ,Homo sapiens ,High,0,3.0942614427205,5,55.6,52.3,136.3,189.1,123.8,222.4,106.6,148.4,122,85.9
Q99496,RNF2,E3 ubiquitin-protein ligase RING2 ,Homo sapiens ,High,0,4.09124828586842,9,1220.2,1247.2,1326.7,1411.8,1213.2,1468.9,1125.4,966,1228,1130.7
Q5VTR2,RNF20,E3 ubiquitin-protein ligase BRE1A ,Homo sapiens ,High,0,4.79449083505781,39,5072.3,4978.4,6823.7,6629.8,6793.5,6603.2,6824.6,6864.7,5746,5964.2
Q63HN8,RNF213,E3 ubiquitin-protein ligase RNF213 ,Homo sapiens ,High,0,5.39492634337047,222,22751.7,23362.4,22789.5,22197,25994.2,20813.6,23148.4,30742.3,26994.8,29477.3
A0A0A0MTC1,RNF213,E3 ubiquitin-protein ligase RNF213 ,Homo sapiens ,High,0,4.84705662799068,41,6195.5,6424.4,6324.1,6147,7057.2,5710.9,6900.6,9137,7753,8666.7
Q63HN8-5,RNF213,Isoform 3 of E3 ubiquitin-protein ligase RNF213 ,Homo sapiens ,Medium,0,2.8230827965328,8,25.9,38.4,35.3,62.6,73,78.8,38.2,74.9,164.7,73.6
Q8ND24,RNF214,RING finger protein 214 ,Homo sapiens ,High,0,4.32032080002199,22,1838.3,1661.1,2156.5,1938.6,2240.1,1759.2,2336.8,2482.4,2019.1,2476.3
Q9NWF9,RNF216,E3 ubiquitin-protein ligase RNF216 ,Homo sapiens ,High,0,4.0316144527752,14,1783.2,1702.5,1342.2,961.8,914.3,1167.3,740.1,804.8,571.8,767.1
Q5W0B1,RNF219,RING finger protein 219 ,Homo sapiens ,High,0,4.38698560201918,28,1051.4,916.9,2789.3,2689.2,2900.1,2737.9,2823.7,3132.9,2387.7,2948.2
Q5VTB9,RNF220,E3 ubiquitin-protein ligase RNF220 ,Homo sapiens ,High,0,3.18089968676623,4,140.1,128.4,182.5,177.8,180,136,171.8,152.4,103.3,144.4
Q96BH1,RNF25,E3 ubiquitin-protein ligase RNF25 ,Homo sapiens ,High,0,4.06861252274128,13,848.6,793.7,1315.8,1259.6,1393.9,1122.9,1372.5,1278.4,1151.3,1174.8
Q96EP0,RNF31,E3 ubiquitin-protein ligase RNF31 ,Homo sapiens ,High,0,4.1040806236305,18,1957.8,2103,949.2,927.8,1125.6,997.5,1007.9,1059.9,1226.7,1352.7
Q969K3,RNF34,E3 ubiquitin-protein ligase RNF34 ,Homo sapiens ,High,0,3.45665445464845,6,181.2,221.9,304.4,296.1,387.2,274.1,299.9,313.4,314.2,269.5
O75150,RNF40,E3 ubiquitin-protein ligase BRE1B ,Homo sapiens ,High,0,4.61987144008669,41,3525.6,3739.3,4207.4,4378.7,4544.1,4667.3,4195,4301.2,4283.7,3832.3
Q9H4P4,RNF41,E3 ubiquitin-protein ligase NRDP1 ,Homo sapiens ,High,0,2.88536122003151,3,90.6,58.5,89.6,83.4,90,74.3,67.4,80.3,71.3,62.6
Q99942,RNF5,E3 ubiquitin-protein ligase RNF5 ,Homo sapiens ,Medium,0,3.22618732283988,2,127.7,139.9,123.5,151.6,146.3,225.8,172.5,176.9,236.8,182.4
Q9Y252,RNF6,E3 ubiquitin-protein ligase RNF6 ,Homo sapiens ,High,0,3.46597736828582,8,321.3,287.9,285.3,322.9,277.7,314.3,275.1,274.8,306.1,258.6
Q9UBF6,RNF7,RING-box protein 2 ,Homo sapiens ,High,0,3.6908514585745,3,616.6,562.2,491.7,418,463.8,381.2,536,528.9,425.3,483.7
O76064,RNF8,E3 ubiquitin-protein ligase RNF8 ,Homo sapiens ,High,0,3.46360933640347,6,115.9,117.5,346,382.4,341.2,290.3,331.9,367,303.8,312.1
Q5M7Z0,RNFT1,RING finger and transmembrane domain-containing protein 1 ,Homo sapiens ,High,0,2.35276119172383,1,24.3,27.9,30.8,35,25.6,36.1,11.3,11.5,18.1,4.7
Q96EX2,RNFT2,RING finger and transmembrane domain-containing protein 2 ,Homo sapiens ,High,0,2.50852971897129,1,43.4,51.6,25.8,31.7,33.9,34.6,27.7,27.8,25.2,20.8
O60942,RNGTT,mRNA-capping enzyme ,Homo sapiens ,High,0,4.49634974073072,26,2935.4,2978.9,3249.1,3238.6,3363.7,2898.1,3076.9,3148.7,2964.6,3504.1
P13489,RNH1,Ribonuclease inhibitor ,Homo sapiens ,High,0,4.38738092677046,18,3453,3742.1,2377.6,2384,2240.8,1945.6,2218,2294.3,1823.3,1920.8
O43148,RNMT,mRNA cap guanine-N7 methyltransferase ,Homo sapiens ,High,0,4.69060182282867,27,4293.5,3853.1,4751.2,4128.4,4752.2,4813.1,5960.4,5378.1,5638,5477.8
Q96LT9,RNPC3,RNA-binding protein 40 ,Homo sapiens ,High,0,3.95698436774276,9,721.5,658,948.9,880.3,860.9,1079.7,1059.2,869.5,1105.5,873.5
Q9H4A4,RNPEP,Aminopeptidase B ,Homo sapiens ,High,0,4.68399118737728,25,5793.9,6307.3,3680.7,3647.6,4446.6,3963.4,4705.1,5286,5499.2,4975.1
Q9HAU8,RNPEPL1,Arginyl aminopeptidase-like 1 ,Homo sapiens ,High,0,2.85654764485675,5,79.7,102.6,55.2,54.6,57.4,61.6,59.7,82.9,90,75
